nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,IPA,MotVedette,hwd,pronSampa,ipa,sizePron
4,cŏrrŏʹbŏrāte,L.,,,v.,6.0,60,,corroborate,corroborate,k 3:r A b 3:r eI t,kɜ:rɑbɜ:r?t,12
2,cŏrrōʹde,L.,,,v.,7.0,60,,corrode,corrode,k 3:r @U d,kɜ:roʊd,8
3,cŏrrŏʹſive,,,,a.,8.0,60,,corrosive,corrosive,k 3:r @U s i v,kɜ:roʊsiv,10
3,cŏʹrrūgāte,L.,,,v.,9.0,60,,corrugate,corrugate,k O: r\ @ g eI t,kOːɹəg?t,10
2,cŏrruʹpt,L.,,,v.,10.0,60,,corrupt,corrupt,k 3:r V p t,kɜ:rʌpt,8
4,corrŭʹption,L.,,,n.,11.0,60,,corruption,corruption,k 3:r V p S @ n,kɜ:rʌpʃən,11
2,cŏrſaiʹr,F.,,,n.,12.0,60,,corsair,corsair,k O: r\ s E r\,kOːɹsɛɹ,8
1,corſe,F.,,,n.,13.0,60,,corse,corse,k O: r\ s,kOːɹs,5
3,cŏſmĕʹtics,G.,,,n.,16.0,60,,cosmetics,cosmetics,k A z m E 4 i k s,kɑzmɛɾiks,10
2,cŏʹſſet,,,,n.,18.0,60,,cosset,cosset,k A s @ t,kɑsət,7
1,coſt,L.,,,n.,19.0,60,,cost,cost,k A s t,kɑst,4
2,cŏʹttage,,,,n.,24.0,60,,cottage,cottage,k A 4 @ dZ,kɑɾə?,8
2,cŏʹtt_o_n,F.,,,n.,26.0,60,,cotton,cotton,k A t @ n,kɑtən,9
1,cove,,,,n.,28.0,60,,cove,cove,k @U v,koʊv,4
3,cŏʹvĕnant,F.,,,n.,29.0,60,,covenant,covenant,k V v @ n @ n t,kʌvənənt,9
2,cŏʹver,,,,n.,30.0,60,,cover,cover,k V v 3:r,kʌvɜ:r,6
2,cŏʹvert,F.,,,n.,32.0,60,,covert,covert,k @U v 3:r t,koʊvɜ:rt,7
3,cŏʹvĕrtly,,,,p.,33.0,60,,covertly,covertly,k V v 3:r t l i:,kʌvɜ:rtliː,9
2,cŏʹvet,,,,v.,34.0,60,,covet,covet,k V v @ t,kʌvət,6
2,cŏʹvin,,,,n.,36.0,60,,covin,covin,k @U v i n,koʊvin,6
2,c_o_ŭʹntry,F.,,,n.,52.0,60,,country,country,k V n t r\ i:,kʌntɹiː,10
2,c_o_ŭʹple,F.,,,n.,54.0,60,,couple,couple,k V p @ l,kʌpəl,9
2,c_o_ŭʹrage,F.,,,n.,56.0,60,,courage,courage,k 3:r @ dZ,kɜ:rə?,10
4,c_o_ŭrāʹgē_o_us,,,,a.,57.0,60,,courageous,courageous,k 3:r eI dZ @ s,kɜ:r??əs,15
3,c_o_ŭʹrĭer,F.,,,n.,58.0,60,,courier,courier,k 3:r i: 3:r,kɜ:riːɜ:r,10
1,cō_u_rſe,L.,,,n.,59.0,60,,course,course,k O: r\ s,kOːɹs,8
2,cōʹ_u_rſes,,,,n.,61.0,60,,courses,courses,k O: r\ s @ z,kOːɹsəz,10
3,coʹ_u_rtē_o_us,F.,,,a.,63.0,60,,courteous,courteous,k 3:r 4 i: @ s,kɜ:rɾiːəs,14
3,c_o_ŭʹrtĕſy,F.,,,n.,65.0,60,,courtesy,courtesy,k 3:r 4 @ s i:,kɜ:rɾəsiː,11
3,coʹ_u_rtĭer,,,,n.,66.0,60,,courtier,courtier,k O: r\ 4 i: 3:r,kOːɹɾiːɜ:r,11
2,coʹ_u_rtſhip,,,,n.,67.0,60,,courtship,courtship,k O: r\ tS I p,kOːɹ?ɪp,12
2,cŏ_u_ʹſin,F.,,,n.,68.0,60,,cousin,cousin,k V z @ n,kʌzən,9
2,cŏʹvy,F.,,,n.,69.0,60,,covy,covy,k V v i:,kʌviː,5
1,cȯẇ,,,,n.,70.0,60,,cow,cow,k aU,k?,3
2,cȯʹẇărd,F.,,,n.,71.0,60,,coward,coward,k aU 3:r d,k?ɜ:rd,7
3,cȯʹẇărdīce,,,,n.,72.0,60,,cowardice,cowardice,k aU 3:r 4 @ s,k?ɜ:rɾəs,10
2,cȯʹẇhĕrd,,,,n.,73.0,60,,cowherd,cowherd,k aU h 3:r d,k?hɜ:rd,8
1,cȯẇl,,,,n.,2.0,61,,cowl,cowl,k aU l,k?l,4
1,coy,,,,a.,6.0,61,,coy,coy,k OI,k?,3
1,crăb,,,,n.,9.0,61,,crab,crab,k r\ { b,kɹæb,4
1,crăck,F.,,,n.,10.0,61,,crack,crack,k r\ { k,kɹæk,5
2,crăʹck_e_r,,,,n.,12.0,61,,cracker,cracker,k r\ { k 3:r,kɹækɜ:r,10
2,crāʹdle,,,,n.,14.0,61,,cradle,cradle,k r\ eI 4 @ l,kɹ?ɾəl,7
1,crăft,,,,n.,15.0,61,,craft,craft,k r\ { f t,kɹæft,5
2,crăʹfty,,,,a.,16.0,61,,crafty,crafty,k r\ { f t i:,kɹæftiː,7
2,crăʹggy,,,,a.,18.0,61,,craggy,craggy,k r\ { g i:,kɹægiː,7
1,crăm,,,,n.,19.0,61,,cram,cram,k r\ { m,kɹæm,4
1,crămp,,,,n.,21.0,61,,cramp,cramp,k r\ { m p,kɹæmp,5
1,crāne,,,,n.,22.0,61,,crane,crane,k r\ eI n,kɹ?n,5
2,crăʹnny,L.,,,n.,24.0,61,,cranny,cranny,k r\ { n i:,kɹæniː,7
1,crāve,,,,v.,28.0,61,,crave,crave,k r\ eI v,kɹ?v,5
2,crāʹving,,,,a.,29.0,61,,craving,craving,k r\ eI v i N,kɹ?viŋ,8
1,craw,,,,n.,30.0,61,,craw,craw,k r\ O:,kɹOː,4
2,craʹyon,F.,,,n.,31.0,61,,crayon,crayon,k r\ eI A n,kɹ?ɑn,7
2,crāʹzy,,,,a.,32.0,61,,crazy,crazy,k r\ eI z i:,kɹ?ziː,6
1,cream,,,,n.,33.0,61,,cream,cream,k r\ i: m,kɹiːm,5
1,creaſe,,,,n.,34.0,61,,crease,crease,k r\ i: s,kɹiːs,6
2,crēāʹte,L.,,,v.,35.0,61,,create,create,k r\ i: eI t,kɹiː?t,7
4,crēāʹtion,L.,,,n.,36.0,61,,creation,creation,k r\ i: eI S @ n,kɹiː?ʃən,9
3,crēāʹtor,L.,,,n.,37.0,61,,creator,creator,k r\ i: eI 4 3:r,kɹiː?ɾɜ:r,8
2,creaʹtūre,L.,,,n.,38.0,61,,creature,creature,k r\ i: tS 3:r,kɹiː?ɜ:r,9
2,crēʹdĕnce,L.,,,n.,39.0,61,,credence,credence,k r\ i: d @ n s,kɹiːdəns,9
4,crēdĕʹntials,L.,,,n.,40.0,61,,credentials,credentials,k r\ @ d E n S @ l z,kɹədɛnʃəlz,12
5,crĕdĭbĭʹlĭʹty,L.,,,n.,41.0,61,,credibility,credibility,k r\ E 4 @ b I l i 4 i:,kɹɛɾəbɪliɾiː,13
3,crēʹdĭble,L.,,,a.,42.0,61,,credible,credible,k r\ E 4 @ b @ l,kɹɛɾəbəl,9
2,crĕʹdit,L.,,,n.,43.0,61,,credit,credit,k r\ E 4 @ t,kɹɛɾət,7
4,crĕʹdĭtable,,,,a.,44.0,61,,creditable,creditable,k r\ E 4 @ 4 @ b @ l,kɹɛɾəɾəbəl,11
3,crĕʹdĭtor,,,,n.,45.0,61,,creditor,creditor,k r\ E 4 @ 4 3:r,kɹɛɾəɾɜ:r,9
4,crēʹdūlĭty,L.,,,n.,46.0,61,,credulity,credulity,k r\ i d u l @ 4 i:,kɹiduləɾiː,10
1,creed,L.,,,n.,48.0,61,,creed,creed,k r\ i: d,kɹiːd,5
1,creek,F.,,,n.,49.0,61,,creek,creek,k r\ i: k,kɹiːk,5
1,creep,,,,v.,50.0,61,,creep,creep,k r\ i: p,kɹiːp,5
2,crĕʹſcĕnt,,,,n.,55.0,61,,crescent,crescent,k r\ E s @ n t,kɹɛsənt,9
2,crĕʹſſes,,,,n.,56.0,61,,cresses,cresses,k r\ E s @ z,kɹɛsəz,8
1,crĕſt,L.,,,n.,57.0,61,,crest,crest,k r\ E s t,kɹɛst,5
3,crĕʹſtfall_e_n,,,,a.,58.0,61,,crestfallen,crestfallen,k r\ E s t f O: l @ n,kɹɛstfOːlən,14
2,crĕʹvĭce,F.,,,n.,59.0,61,,crevice,crevice,k r\ E v @ s,kɹɛvəs,8
1,crew,,,,n.,60.0,61,,crew,crew,k r\ u,kɹu,4
2,creʹwel,,,,n.,61.0,61,,crewel,crewel,k r\ u @ l,kɹuəl,7
1,crĭb,,,,n.,63.0,61,,crib,crib,k r\ I b,kɹɪb,4
1,crĭck,,,,n.,64.0,61,,crick,crick,k r\ I k,kɹɪk,5
2,crĭʹcket,,,,n.,65.0,61,,cricket,cricket,k r\ I k @ t,kɹɪkət,8
2,crĭʹer,,,,n.,66.0,61,,crier,crier,k r\ aI 3:r,kɹ?ɜ:r,6
1,crīme,L.,,,n.,67.0,61,,crime,crime,k r\ aI m,kɹ?m,5
3,crĭʹmĭnal,,,,n.,68.0,61,,criminal,criminal,k r\ I m @ n @ l,kɹɪmənəl,9
1,crĭmp,,,,n.,69.0,61,,crimp,crimp,k r\ I m p,kɹɪmp,5
1,crĭnge,,,,v.,71.0,61,,cringe,cringe,k r\ I n dZ,kɹɪn?,6
2,crĭʹpple,,,,n.,72.0,61,,cripple,cripple,k r\ I p @ l,kɹɪpəl,8
2,crīʹſis,G.,,,n.,73.0,61,,crisis,crisis,k r\ aI s @ s,kɹ?səs,7
1,crĭſp,,,,a.,3.0,62,,crisp,crisp,k r\ I s p,kɹɪsp,5
4,critĕʹrĭon,G.,,,n.,4.0,62,,criterion,criterion,k r\ aI t I r\ i: @ n,kɹ?tɪɹiːən,10
3,crĭʹtĭcal,G.,,,a.,5.0,62,,critical,critical,k r\ I 4 i k @ l,kɹɪɾikəl,9
3,crĭʹtĭciſm,G.,,,n.,6.0,62,,criticism,criticism,k r\ I 4 i s I z @ m,kɹɪɾisɪzəm,10
2,crĭʹtĭc,,,,n.,7.0,62,,critic,critic,k r\ I 4 i k,kɹɪɾik,7
1,croak,,,,n.,9.0,62,,croak,croak,k r\ @U k,kɹoʊk,5
1,crŏck,,,,n.,10.0,62,,crock,crock,k r\ A k,kɹɑk,5
3,crŏʹcŏdīle,G.,,,n.,11.0,62,,crocodile,crocodile,k r\ A k @ d aI l,kɹɑkəd?l,10
2,crŏʹcus,L.,,,n.,12.0,62,,crocus,crocus,k r\ @U k @ s,kɹoʊkəs,7
1,crōke,,,,v.,16.0,62,,croke,croke,k r\ @U k,kɹoʊk,5
2,crŏʹny,,,,n.,17.0,62,,crony,crony,k r\ @U n i:,kɹoʊniː,6
1,crook,,,,n.,18.0,62,,crook,crook,k r\ U k,kɹʊk,5
2,crooʹked,,,,a.,19.0,62,,crooked,crooked,k r\ U k @ d,kɹʊkəd,8
1,crŏp,L.,,,n.,20.0,62,,crop,crop,k r\ A p,kɹɑp,4
1,crŏſs,L.,,,n.,23.0,62,,cross,cross,k r\ O: s,kɹOːs,5
1,cro_w_,,,,n.,28.0,62,,crow,crow,k r\ @U,kɹoʊ,6
1,crȯẇd,,,,n.,29.0,62,,crowd,crowd,k r\ aU d,kɹ?d,5
1,crȯẇn,F.,,,n.,31.0,62,,crown,crown,k r\ aU n,kɹ?n,5
2,crȯʹẇned,,,,a.,32.0,62,,crowned,crowned,k r\ aU n d,kɹ?nd,8
2,crȯʹẇning,,,,a.,33.0,62,,crowning,crowning,k r\ aU n i N,kɹ?niŋ,9
3,crūʹcĭble,,,,n.,34.0,62,,crucible,crucible,k r\ u s @ b @ l,kɹusəbəl,9
3,crūʹcĭfix,L.,,,n.,35.0,62,,crucifix,crucifix,k r\ u s @ f I k s,kɹusəfɪks,9
5,crūcĭfĭʹxĭon,,,,n.,36.0,62,,crucifixion,crucifixion,k r\ u s i f I k S @ n,kɹusifɪkʃən,12
3,crūʹcĭfȳ,,,,v.,37.0,62,,crucify,crucify,k r\ u s @ f aI,kɹusəf?,8
1,crūde,L.,,,a.,38.0,62,,crude,crude,k r\ u d,kɹud,5
2,crūʹel,F.,,,a.,40.0,62,,cruel,cruel,k r\ u @ l,kɹuəl,6
3,crūʹelty,,,,n.,41.0,62,,cruelty,cruelty,k r\ u l t i:,kɹultiː,8
1,crŭ_i_ſe,,,,v.,42.0,62,,cruise,cruise,k r\ u z,kɹuz,8
1,crūm_b_,,,,n.,43.0,62,,crumb,crumb,k r\ V m,kɹʌm,7
2,crŭʹmble,,,,v.,44.0,62,,crumble,crumble,k r\ V m b @ l,kɹʌmbəl,8
2,crŭʹmple,,,,v.,45.0,62,,crumple,crumple,k r\ V m p @ l,kɹʌmpəl,8
1,crūſe,,,,n.,48.0,62,,cruse,cruse,k r\ u z,kɹuz,5
1,crŭſh,F.,,,v.,49.0,62,,crush,crush,k r\ V S,kɹʌʃ,5
1,crŭſt,,,,n.,50.0,62,,crust,crust,k r\ V s t,kɹʌst,5
2,crŭʹſty,,,,a.,52.0,62,,crusty,crusty,k r\ V s t i:,kɹʌstiː,7
1,crŭtch,,,,n.,53.0,62,,crutch,crutch,k r\ V tS,kɹʌ?,6
1,cry,F.,,,v.,55.0,62,,cry,cry,k r\ aI,kɹ?,3
2,cryʹſtal,G.,,,n.,56.0,62,,crystal,crystal,k r\ I s t @ l,kɹɪstəl,8
1,cŭb,L.,,,n.,59.0,62,,cub,cub,k V b,kʌb,3
1,cūbe,,,,n.,60.0,62,,cube,cube,k j u b,kjub,4
2,cūʹbĭt,L.,,,n.,61.0,62,,cubit,cubit,k j u b i t,kjubit,6
3,cŭʹcŭmb_e_r,,,,n.,64.0,62,,cucumber,cucumber,k j u k @ m b 3:r,kjukəmbɜ:r,11
2,cŭʹddle,,,,v.,66.0,62,,cuddle,cuddle,k V 4 @ l,kʌɾəl,7
2,cŭʹdgel,,,,n.,67.0,62,,cudgel,cudgel,k V dZ @ l,kʌ?əl,7
1,cūe,,,,n.,68.0,62,,cue,cue,k j u,kju,3
1,cŭff,F.,,,n.,69.0,62,,cuff,cuff,k V f,kʌf,4
4,cūʹlĭnăry,L.,,,a.,72.0,62,,culinary,culinary,k j u l i n E r\ i:,kjulinɛɹiː,9
1,cŭll,F.,,,v.,73.0,62,,cull,cull,k V l,kʌl,4
3,cŭʹlmĭnāte,L.,,,v.,4.0,63,,culminate,culminate,k V l m i n eI t,kʌlmin?t,10
3,cŭʹlpable,,,,a.,5.0,63,,culpable,culpable,k V l p @ b @ l,kʌlpəbəl,9
2,cŭʹlprit,,,,n.,6.0,63,,culprit,culprit,k V l p r\ i t,kʌlpɹit,8
3,cŭʹltĭvāte,F.,,,v.,7.0,63,,cultivate,cultivate,k V l t @ v eI t,kʌltəv?t,10
2,cŭʹltūre,,,,n.,8.0,63,,culture,culture,k V l tS 3:r,kʌl?ɜ:r,8
2,cŭʹlver,,,,n.,9.0,63,,culver,culver,k V l v 3:r,kʌlvɜ:r,7
3,cŭʹmbĕrsŏme,,,,a.,11.0,63,,cumbersome,cumbersome,k V m b 3:r s @ m,kʌmbɜ:rsəm,11
2,cŭnning,,nbSyll>1 et pas d'accent tonic,,n.,16.0,63,,cunning,cunning,k V n i N,kʌniŋ,7
1,cŭp,,,,n.,17.0,63,,cup,cup,k V p,kʌp,3
2,cŭʹpboard,,,,n.,18.0,63,,cupboard,cupboard,k V b 3:r d,kʌbɜ:rd,9
2,cūʹpid,,,,n.,19.0,63,,cupid,cupid,k j u p i d,kjupid,6
1,cŭr,,,,n.,22.0,63,,cur,cur,k 3:r,kɜ:r,3
3,cūʹrable,,,,a.,23.0,63,,curable,curable,k j U r\ @ b @ l,kjʊɹəbəl,8
2,cūʹrăte,L.,,,n.,25.0,63,,curate,curate,k j U r\ @ t,kjʊɹət,7
3,cūrāʹtor,,,,n.,26.0,63,,curator,curator,k j U r\ eI 4 3:r,kjʊɹ?ɾɜ:r,8
1,cŭrb,,,,n.,27.0,63,,curb,curb,k 3:r b,kɜ:rb,4
1,cūre,,,,v.,29.0,63,,cure,cure,k j U r\,kjʊɹ,4
2,cŭʹrfew,,,,n.,30.0,63,,curfew,curfew,k 3:r f j u,kɜ:rfju,7
5,cŭrĭŏʹsĭty,F.,,,n.,31.0,63,,curiosity,curiosity,k j U r\ i: A s @ 4 i:,kjʊɹiːɑsəɾiː,10
3,cūʹrĭ_o_us,F.,,,a.,32.0,63,,curious,curious,k j U r\ i: @ s,kjʊɹiːəs,10
1,cŭrl,,,,n.,33.0,63,,curl,curl,k 3:r l,kɜ:rl,4
2,cŭʹrlew,,,,n.,34.0,63,,curlew,curlew,k 3:r l u,kɜ:rlu,7
4,cŭrmŭdgĕŏn.,,nbSyll>1 et pas d'accent tonic,,n.,35.0,63,,curmudgeon,curmudgeon,k 3:r m V dZ i n,kɜ:rmʌ?in,11
2,cŭʹrrănts,,,,n.,37.0,63,,currants,currants,k 3:r @ n t s,kɜ:rənts,9
2,cŭʹrrĕnt,L.,,,n.,38.0,63,,current,current,k 3:r @ n t,kɜ:rənt,8
3,cŭʹrrĭer,L.,,,n.,39.0,63,,currier,currier,k 3:r i: 3:r,kɜ:riːɜ:r,8
2,cŭʹrry,,,,v.,41.0,63,,curry,curry,k V r\ i:,kʌɹiː,6
3,cŭʹrsŏry,L.,,,a.,44.0,63,,cursory,cursory,k 3:r s 3:r i:,kɜ:rsɜ:riː,8
2,cŭrtaiʹl,,,,v.,45.0,63,,curtail,curtail,k 3:r t eI l,kɜ:rt?l,8
2,cŭʹrtain,F.,,,n.,46.0,63,,curtain,curtain,k 3:r t @ n,kɜ:rtən,8
3,cŭʹrvătūre,L.,,,n.,48.0,63,,curvature,curvature,k 3:r v @ tS 3:r,kɜ:rvə?ɜ:r,10
1,cŭrve,L.,,,n.,49.0,63,,curve,curve,k 3:r v,kɜ:rv,5
3,cŭʹſhion,F.,,,n.,51.0,63,,cushion,cushion,k U S @ n,kʊʃən,8
1,cŭſp,L.,,,n.,52.0,63,,cusp,cusp,k V s p,kʌsp,4
2,cŭʹſtard,,,,n.,54.0,63,,custard,custard,k V s t 3:r d,kʌstɜ:rd,8
3,cŭʹſtŏdy,L.,,,n.,55.0,63,,custody,custody,k V s t @ 4 i:,kʌstəɾiː,8
2,cŭſtŏm,,nbSyll>1 et pas d'accent tonic,,n.,56.0,63,,custom,custom,k V s t @ m,kʌstəm,6
1,cŭt,,,,n.,58.0,63,,cut,cut,k V t,kʌt,3
2,cŭʹtlaſs,,,,n.,62.0,63,,cutlass,cutlass,k V t l @ s,kʌtləs,8
2,cŭʹtler,F.,,,n.,64.0,63,,cutler,cutler,k V t l 3:r,kʌtlɜ:r,7
2,cŭʹtt_e_r,,,,n.,65.0,63,,cutter,cutter,k V 4 3:r,kʌɾɜ:r,9
2,cȳʹclops,,,,n.,68.0,63,,cyclops,cyclops,s aI k l O: p s,s?klOːps,8
3,cȳʹlĭnd_e_r,G.,,,n.,71.0,63,,cylinder,cylinder,s I l @ n d 3:r,sɪləndɜ:r,11
4,cylĭʹndrĭcal,,,,a.,72.0,63,,cylindrical,cylindrical,s @ l I n d r\ i k @ l,səlɪndɹikəl,12
2,cȳʹpher,,,,n.,6.0,64,,cypher,cypher,s aI f 3:r,s?fɜ:r,7
2,cȳpreſs,L.,nbSyll>1 et pas d'accent tonic,,n.,7.0,64,,cypress,cypress,s aI p r\ @ s,s?pɹəs,7
1,_c_zar,,,,n.,8.0,64,,czar,czar,z A r\,zɑɹ,6
1,dăb,,,,n.,2.0,64,,dab,dab,d { b,dæb,3
2,dăʹbble,,,,v.,3.0,64,,dabble,dabble,d { b @ l,dæbəl,7
1,Dāce,,,,n.,4.0,64,,dace,dace,d eI s,d?s,4
3,dăʹffŏdil,,,,n.,7.0,64,,daffodil,daffodil,d { f @ d I l,dæfədɪl,9
2,dăgg_e_r,,nbSyll>1 et pas d'accent tonic,,n.,8.0,64,,dagger,dagger,d { g 3:r,dægɜ:r,8
2,dāʹgon,,,,n.,10.0,64,,dagon,dagon,d eI g @ n,d?gən,6
2,daiʹnty,,,,a.,11.0,64,,dainty,dainty,d eI n t i:,d?ntiː,7
2,daiʹry,,,,n.,12.0,64,,dairy,dairy,d E r\ i:,dɛɹiː,6
2,daiʹſy,,,,n.,13.0,64,,daisy,daisy,d eI z i:,d?ziː,6
1,dāle,L.,,,n.,15.0,64,,dale,dale,d eI l,d?l,4
3,dăʹllĭănce,,,,n.,16.0,64,,dalliance,dalliance,d { l i: @ n s,dæliːəns,10
2,dăʹlly,,,,v.,17.0,64,,dally,dally,d { l i:,dæliː,6
1,dăm,,,,n.,18.0,64,,dam,dam,d { m,dæm,3
2,dăʹmage,F.,,,n.,19.0,64,,damage,damage,d { m @ dZ,dæmə?,7
2,dăʹmăſk,,,,n.,20.0,64,,damask,damask,d { m @ s k,dæməsk,7
1,dāme,F.,,,n.,22.0,64,,dame,dame,d eI m,d?m,4
1,dăm_n_,L.,,,v.,23.0,64,,damn,damn,d { m,dæm,6
1,dămp,,,,v.,25.0,64,,damp,damp,d { m p,dæmp,4
2,dăʹmſel,F.,,,n.,26.0,64,,damsel,damsel,d { m z @ l,dæmzəl,7
1,dănce,F.,,,v.,28.0,64,,dance,dance,d { n s,dæns,5
4,dăndĕlīʹon,F.,,,n.,29.0,64,,dandelion,dandelion,d { n d @ l aI @ n,dændəl?ən,10
2,dăʹnger,F.,,,n.,32.0,64,,danger,danger,d eI n dZ 3:r,d?n?ɜ:r,7
3,dăʹngĕr_o_us,,,,a.,33.0,64,,dangerous,dangerous,d eI n dZ 3:r @ s,d?n?ɜ:rəs,12
2,dăʹngle,,,,v.,34.0,64,,dangle,dangle,d { N g @ l,dæŋgəl,7
2,dăʹngler,,,,n.,35.0,64,,dangler,dangler,d { N g @ l 3:r,dæŋgəlɜ:r,8
1,dănk,,,,a.,36.0,64,,dank,dank,d { N k,dæŋk,4
2,dăpp_e_r,,nbSyll>1 et pas d'accent tonic,,a.,37.0,64,,dapper,dapper,d { p 3:r,dæpɜ:r,8
1,dāre,,,,v.,39.0,64,,dare,dare,d E r\,dɛɹ,4
2,dāʹring,,,,a.,40.0,64,,daring,daring,d E r\ i N,dɛɹiŋ,7
1,dărk,,,,a.,41.0,64,,dark,dark,d A r\ k,dɑɹk,4
2,dăʹrling,,,,n.,42.0,64,,darling,darling,d A r\ l i N,dɑɹliŋ,8
1,darn,,,,v.,43.0,64,,darn,darn,d A r\ n,dɑɹn,4
2,dăʹrnel,,,,n.,44.0,64,,darnel,darnel,d A r\ n @ l,dɑɹnəl,7
1,dărt,,,,n.,45.0,64,,dart,dart,d A r\ t,dɑɹt,4
1,dăſh,,,,v.,46.0,64,,dash,dash,d { S,dæʃ,4
2,dăʹtā,L.,,,n.,48.0,64,,data,data,d eI 4 @,d?ɾə,5
1,dāte,L.,,,n.,49.0,64,,date,date,d eI t,d?t,4
2,dau_gh_t_e_r,,nbSyll>1 et pas d'accent tonic,,n.,51.0,64,,daughter,daughter,d O: 4 3:r,dOːɾɜ:r,12
1,daunt,F.,,,v.,52.0,64,,daunt,daunt,d O: n t,dOːnt,5
2,dauʹphin,F.,,,n.,54.0,64,,dauphin,dauphin,d aU f i n,d?fin,8
1,daw,,,,n.,55.0,64,,daw,daw,d O:,dOː,3
2,dawn,,nbSyll>1 et pas d'accent tonic,2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.,n.,57.0,64,,dawn,dawn,d O: n,dOːn,4
2,daʹwning,,,,n.,58.0,64,,dawning,dawning,d O: n i N,dOːniŋ,8
1,day,,,,n.,59.0,64,,day,day,d eI,d?,3
2,dăʹzzle,,,,v.,60.0,64,,dazzle,dazzle,d { z @ l,dæzəl,7
2,deaʹcon,G.,,,n.,61.0,64,,deacon,deacon,d i: k @ n,diːkən,7
1,dead,,,,a.,62.0,64,,dead,dead,d E d,dɛd,4
2,deaʹdly,,,,a.,2.0,65,,deadly,deadly,d E d l i:,dɛdliː,7
2,deaʹfneſs,,,,a.,3.0,65,,deafness,deafness,d E f n @ s,dɛfnəs,9
1,deal,,,,n.,4.0,65,,deal,deal,d i: l,diːl,4
2,deaʹler,,,,n.,5.0,65,,dealer,dealer,d i: l 3:r,diːlɜ:r,7
2,deaʹling,,,,n.,6.0,65,,dealing,dealing,d i: l i N,diːliŋ,8
1,dean,,,,n.,7.0,65,,dean,dean,d i: n,diːn,4
1,dear,,,,a.,9.0,65,,dear,dear,d I r\,dɪɹ,4
1,dearth,,,,n.,10.0,65,,dearth,dearth,d 3:r T,dɜ:rθ,6
1,death,,,,n.,11.0,65,,death,death,d E T,dɛθ,5
2,debāʹſe,F.,,,v.,15.0,65,,debase,debase,d @ b eI s,dəb?s,7
2,debāʹte,F.,,,v.,16.0,65,,debate,debate,d @ b eI t,dəb?t,7
4,debauʹchery,F.,,,n.,19.0,65,,debauchery,debauchery,d @ b O: tS 3:r i:,dəbOː?ɜ:riː,11
3,debĕʹntŭre,,,,n.,20.0,65,,debenture,debenture,d @ b E n tS 3:r,dəbɛn?ɜ:r,10
4,debĭʹlĭty,F.,,,n.,22.0,65,,debility,debility,d @ b I l @ 4 i:,dəbɪləɾiː,9
3,debonaiʹr,F.,,,a.,23.0,65,,debonair,debonair,d E b @ n E r\,dɛbənɛɹ,9
1,de_b_t,F.,,,n.,24.0,65,,debt,debt,d E t,dɛt,6
2,dĕʹ_b_tor,,,,n.,25.0,65,,debtor,debtor,d E 4 3:r,dɛɾɜ:r,9
2,decāʹde,G.,,,n.,26.0,65,,decade,decade,d E k eI d,dɛk?d,7
2,decăʹmp,,,,v.,29.0,65,,decamp,decamp,d @ k { m p,dəkæmp,7
2,decăʹnt,L.,,,v.,30.0,65,,decant,decant,d @ k { n t,dəkænt,7
3,decăʹnt_e_r,,,,n.,31.0,65,,decanter,decanter,d I k { n t 3:r,dɪkæntɜ:r,11
2,decaʹy,,,,v.,33.0,65,,decay,decay,d @ k eI,dək?,6
2,deceaʹſe,L.,,,n.,34.0,65,,decease,decease,d i s i: s,disiːs,8
2,deceiʹt,,,,n.,35.0,65,,deceit,deceit,d @ s i: t,dəsiːt,7
3,deceiʹtful,,,,n.,36.0,65,,deceitful,deceitful,d @ s i: t f @ l,dəsiːtfəl,10
2,deceiʹve,L.,,,v.,37.0,65,,deceive,deceive,d i s i: v,disiːv,8
3,decĕʹmb_e_r,L.,,,n.,38.0,65,,december,december,d i s E m b 3:r,disɛmbɜ:r,11
3,dēʹcĕncy,L.,,,n.,40.0,65,,decency,decency,d i: s @ n s i:,diːsənsiː,8
2,dēʹcent,L.,,,a.,41.0,65,,decent,decent,d i: s @ n t,diːsənt,7
4,decĕʹption,L.,,,n.,42.0,65,,deception,deception,d i s E p S @ n,disɛpʃən,10
2,decīʹde,L.,,,v.,43.0,65,,decide,decide,d i s aI d,dis?d,7
4,decĭʹdū_o_us,L.,,,a.,44.0,65,,deciduous,deciduous,d i s I dZ u @ s,disɪ?uəs,12
3,dĕʹcĭmal,,,,n.,45.0,65,,decimal,decimal,d E s @ m @ l,dɛsəməl,8
4,decĭmāʹtion,L.,,,n.,46.0,65,,decimation,decimation,d E s @ m eI S @ n,dɛsəm?ʃən,11
3,decīʹpher,F.,,,v.,47.0,65,,decipher,decipher,d i s aI f 3:r,dis?fɜ:r,9
4,decĭʹſion,F.,,,n.,48.0,65,,decision,decision,d i s I Z @ n,disɪʒən,9
3,decĭʹsĭve,F.,,,a.,49.0,65,,decisive,decisive,d i s aI s i v,dis?siv,9
1,dĕck,,,,n.,50.0,65,,deck,deck,d E k,dɛk,4
2,declaiʹm,L.,,,v.,51.0,65,,declaim,declaim,d i k l eI m,dikl?m,8
5,dĕclărāʹtion,L.,,,n.,53.0,65,,declaration,declaration,d E k l 3:r eI S @ n,dɛklɜ:r?ʃən,12
